 Date,PEAK_HOUR,REAL_LOAD,AVG_TMPR,MIN_TMPR,MAX_TMPR,RAIN_AMT,CLD_AMT,SUN_HOUR,HOLIDAY_YN
2015.7.3,15,69429,25.453,22.729,28.755,23.396,9.499,0.286,N
2015.7.4,15,69188,25.377,22.192,29.407,0,7.714,7.157,N
2015.7.5,15,69095,24.88,22.882,27.339,37.068,9.895,0.013,N
2015.7.6,15,67990,24.273,22.224,26.841,49.634,8.864,2.941,N
2015.7.7,15,61296,25.265,21.977,30.033,0,6.475,6.544,N
2015.7.8,21,55768,24.534,22.695,27.319,12.909,8.94,1.191,N
2015.7.9,15,68774,25.787,23.579,28.438,0,9.225,2.976,N
2015.7.10,15,69598,26.276,24.635,29.181,0,8.178,4.365,N
2015.7.11,15,70536,26.879,24.743,29.434,0,6.803,7.078,N
2015.7.12,15,71365,26.544,24.314,29.305,0,6.655,6.649,N
2015.7.13,15,69658,25.954,24.05,28.162,0,8.166,3.486,N
2015.7.14,12,62604,26.58,24.342,29.422,0,8.83,3.806,N
2015.7.15,21,56493,25.954,24.038,28.969,0,8.933,2.402,N
2015.7.16,15,71051,27.109,24.234,30.607,0,7.952,4.088,N
2015.7.17,15,71518,27.62,24.58,30.776,0,6.358,7.888,N
2015.7.18,15,70134,26.177,24.817,28.302,0,7.829,3.208,N
2015.7.19,15,71244,26.758,24.429,30.508,0,7.115,6.776,N
2015.7.20,15,73269,27.36,23.329,31.469,0,5.253,9.33,N
2015.7.21,12,64429,27.995,25.402,31.907,0,6.015,8.041,N
2015.7.22,21,59279,27.586,25.628,30.357,0,7.448,4.799,N
2015.7.23,15,73857,27.889,25.332,31.758,0,8.072,5.645,N
2015.7.24,15,71888,26.404,25.222,27.861,0,9.244,0.22,N
2015.7.25,15,71640,25.86,23.968,28.913,8.312,7.492,4.416,N
2015.7.26,15,72480,26.564,23.311,31.102,0,5.741,9.261,N
2015.7.27,15,73038,27.301,23.61,32.084,0,3.354,10.112,N
2015.7.28,12,62680,27.084,23.737,31.779,0,7.207,5.883,N
2015.7.29,21,58162,26.385,23.908,28.739,9.148,9.93,0.488,N
2015.7.30,15,68653,27.311,24.774,31.019,0,7.111,5.784,N
2015.7.31,15,67913,26.662,23.901,31.107,0,7.815,5.036,N
2015.8.1,15,65735,27.375,25.139,30.306,0,7.781,5.919,N
2015.8.2,15,63944,28.076,24.929,32.573,0,7.444,6.755,N
2015.8.3,15,62663,27.759,25.414,30.988,0,8.099,4.263,N
2015.8.4,14,59224,28.188,25.792,32.127,8.687,8.174,5.421,N
2015.8.5,21,58785,28.063,25.825,32.176,0,7.705,6.037,N
2015.8.6,15,72279,28.186,25.319,31.831,0,6.176,6.988,N
2015.8.7,15,73157,27.606,23.967,31.509,0,5.33,6.898,N
2015.8.8,15,76196,29.178,25.02,33.708,0,5.614,6.08,N
2015.8.9,15,78342,29.746,26.911,33.635,0,4.76,8.605,N
2015.8.10,15,79219,29.747,26.833,33.079,0,5.014,6.665,N
2015.8.11,12,67395,28.85,25.573,32.627,0,4.46,6.656,N
2015.8.12,21,62835,29.573,25.643,34.078,0,3.387,10.26,N
2015.8.13,15,80366,29.657,26.404,33.827,0,3.241,11.39,N
2015.8.14,15,78600,29.087,25.603,33.632,0,2.903,11.849,N
2015.8.15,15,78528,28.987,25.825,33.156,0,2.938,11.015,N
2015.8.16,15,69070,29.19,25.553,33.602,0,4.187,10.526,Y
2015.8.17,15,78753,29.244,25.715,33.511,0,5.05,9.99,Y
2015.8.18,15,67088,29.209,26.248,33.024,0,4.57,9.813,N
2015.8.19,21,62658,29.357,26.066,33.665,0,5.384,7.775,N
2015.8.20,15,80048,29.442,26.21,34.259,0,4.36,10.19,N
2015.8.21,15,79106,28.579,24.274,33.589,0,3.31,10.835,N
2015.8.22,15,78748,29.038,24.786,33.967,0,4.518,9.7,N
2015.8.23,15,79700,29.069,26.365,33.18,0.952,7.127,6.305,N
2015.8.24,15,74315,25.963,24.24,28.794,39.584,9.093,0.565,N
2015.8.25,12,62976,25.397,22.328,28.838,0,6.608,5.032,N
2015.8.26,20,56313,26.445,22.099,31.633,0,5.113,10.049,N
2015.8.27,15,73611,26.443,22.808,31.249,0,2.945,10.22,N
2015.8.28,15,73637,26.273,22.274,30.957,0,3.012,11.128,N
2015.8.29,15,73588,26.781,22.857,31.427,0,3.77,9.685,N
2015.8.30,15,73615,26.235,23.799,29.421,25.948,8.86,2.893,N
2015.8.31,15,72031,25.329,22.684,28.671,0,7.291,6.293,N
2015.9.1,15,59652,24.05,20.696,28.419,0,5.922,7.517,N
2015.9.2,20,54205,23.898,20.296,28.765,0,4.298,10.259,N
2015.9.3,15,65237,23.184,18.728,28.159,0,3.616,10.392,N
2015.9.4,11,63503,21.611,18.173,25.403,0,4.999,5.981,N
2015.9.5,17,64271,22.089,16.99,27.808,0,2.186,11.258,N
2015.9.6,15,63316,21.38,17.947,24.801,0,7.876,2.715,N
2015.9.7,11,62748,20.188,18.662,22.07,2.762,9.8,0,N
2015.9.8,15,57328,21.399,18.247,25.751,0,6.861,5.661,N
2015.9.9,20,53100,22.793,18.219,28.253,0,4.555,9.769,N
2015.9.10,15,65076,23.153,18.987,27.702,0,5.948,6.319,N
2015.9.11,15,65472,23.272,19.724,27.278,0,8.067,3.344,N
2015.9.12,17,65984,22.458,20.686,24.715,0,9.22,1.645,N
2015.9.13,17,66185,23.156,21.11,25.931,0,9.737,0.635,N
2015.9.14,15,67683,24.505,21.425,28.014,0,7.817,3.845,N
2015.9.15,12,61079,23.41,21.512,26.334,22.58,8.63,2.391,N
2015.9.16,20,55430,23.826,20.078,29.119,0,2.138,9.619,N
2015.9.17,15,62807,21.719,16.768,27.674,0,0.286,11.749,Y
2015.9.18,11,60304,22.64,16.798,29.156,0,0.272,10.471,Y
2015.9.19,20,47743,24.236,18.043,30.689,0,0.4,10.722,Y
2015.9.20,20,44096,24.416,20.13,29.73,0,0.581,10.904,Y
2015.9.21,20,47292,23.829,19.543,29.183,0,2.993,9.339,Y
2015.9.22,20,50921,24.35,19.963,29.503,0,4.184,8.559,Y
2015.9.23,20,52615,23.607,20.538,28.498,0,6.392,7.692,Y
2015.9.24,15,64913,23.82,19.242,29.018,0,4.362,10.267,N
2015.9.25,15,65766,22.862,19.887,26.258,0,7.925,3.181,N
2015.9.26,15,63063,20.135,16.667,24.831,0,6.111,7.096,N
2015.9.27,20,61669,18.126,13.785,23.487,0,1.198,10.324,N
2015.9.28,15,61228,18.755,12.335,24.837,0,3.51,10.647,N
2015.9.29,11,56658,19.224,16.603,22.338,0,9.465,0.873,N
2015.9.30,20,52703,19.485,17.697,21.586,18.598,9.804,0.036,N
2015.10.1,17,62757,21.462,19.196,25.507,4.915,6.587,4.404,N
2015.10.2,17,64073,22.038,18.327,27.652,0,.,7.476,N
2015.10.3,11,62692,20.026,15.958,24.032,0,.,4.674,N
2015.10.4,20,57769,17.272,12.368,22.782,0,.,10.33,Y
2015.10.5,19,61274,18.009,11.44,25.454,0,.,11.078,Y
2015.10.6,12,55562,20.119,13.716,26.786,0,.,8.396,N
2015.10.7,20,53018,21.54,17.933,25.266,1.289,.,2.887,N
2015.10.8,19,65673,23.674,20.65,27.971,0,.,3.199,N
2015.10.9,15,64473,20.822,18.671,22.78,26.031,.,0,N
2015.10.10,15,59793,20.736,17.332,25.27,0,.,5.89,N
2015.10.11,19,64113,21.097,17.594,24.954,0,.,3.191,N
2015.10.12,11,62123,19.248,14.453,23.273,0,.,9.352,N
2015.10.13,12,54511,16.669,11.712,22.276,0,.,10.823,N
2015.10.14,20,51524,17.567,11.75,24.261,0,.,10.054,N
2015.10.15,19,62727,18.911,13.491,25.517,0,.,10.238,N
2015.10.16,19,62561,14.74,10.437,20.206,0,.,3.303,N
2015.10.17,19,61551,12.073,7.774,17.447,0,.,10.375,N
2015.10.18,19,62469,12.79,7.442,18.997,0,.,8.834,N
2015.10.19,19,62120,14.53,9.006,21.13,0,.,9.409,N
2015.10.20,11,55580,15.589,10.786,21.034,0,.,5.756,N
2015.10.21,20,51494,17.221,12.644,23.442,0,.,8.9,N
2015.10.22,19,62148,16.432,12.193,22.319,0,.,8.414,N
2015.10.23,19,62873,16.345,11.934,21.911,0,.,7.903,N
2015.10.24,19,62183,16.85,12.684,22.685,0,.,9.211,N
2015.10.25,19,62838,14.775,10.421,20.244,0,.,7.35,N
2015.10.26,19,62426,11.389,7.361,16.871,0,.,9.586,N
2015.10.27,11,54850,11.141,6.065,16.97,0,.,9.88,N
2015.10.28,20,51814,11.85,5.905,18.854,0,.,9.826,N
2015.10.29,19,63113,12.258,6.981,18.353,0,.,7.163,N
2015.10.30,19,63882,13.474,8.5,18.97,0,.,6.133,N
2015.10.31,19,62835,12.566,8.688,18.244,0,.,9.213,N
2015.11.1,19,63286,13.259,8.018,20.142,0,.,7.511,N
2015.11.2,19,61061,15.677,10.224,21.96,0,.,8.273,N
2015.11.3,11,55594,14.423,11.246,18.185,0,.,2.26,N
2015.11.4,23,52322,13.933,10.752,18.557,0,.,3.612,N
2015.11.5,19,62622,13.376,10.022,18.357,0,.,7.846,N
2015.11.6,19,62646,13.052,8.107,19.695,0,.,9.336,N
2015.11.7,17,62652,13.157,9.516,17.667,1.724,.,1.547,N
2015.11.8,19,62700,13.535,9.032,18.368,0,.,8.826,N
2015.11.9,19,62757,10.528,5.529,16.171,0,.,8.173,N
2015.11.10,11,55988,12.801,9.782,16.332,14.413,.,0.974,N
2015.11.11,23,54186,8.782,4.094,15.077,0.81,.,8.406,N
2015.11.12,19,65800,4.926,1.561,9.359,0,.,9.517,N
2015.11.13,19,66383,5.069,0.622,10.305,0,.,9.211,N
2015.11.14,10,66163,6.229,0.516,12.696,0,.,9.352,N
2015.11.15,11,67070,7.448,3.252,11.506,0.897,.,2.316,N
2015.11.16,10,65669,9.383,6.018,14.819,0,.,6.221,N
2015.11.17,11,58992,8.53,3.42,14.516,0,.,7.536,N
2015.11.18,23,56020,7.245,3.476,10.601,1.242,.,7.371,N
2015.11.19,18,70080,2.975,0.65,6.343,0,.,7.416,N
2015.11.20,11,70549,3.425,0.651,6.37,0,.,6.856,N
2015.11.21,10,69848,3.473,0.286,7.773,0,.,8.484,N
2015.11.22,10,69393,4.189,-0.22,9.362,0,.,8.579,N
2015.11.23,10,68915,5.861,0.887,11.662,0,.,8.274,N
2015.11.24,11,60454,7.583,2.83,13.3,0,.,8.016,N
2015.11.25,1,56223,9.164,4.662,13.197,13.948,.,3.737,N
2015.11.26,18,69072,7.117,2.879,12.298,11.131,.,2.797,N
2015.11.27,10,69865,3.98,0.033,8.079,0,.,6.787,N
2015.11.28,11,71227,2.144,-2.182,6.393,4.355,.,2.482,N
2015.11.29,18,72715,-1.47,-3.996,1.662,0,.,7.278,N
2015.11.30,10,72476,1.349,-2.825,6.142,0,.,8.823,N
2015.12.1,11,62205,5.013,-0.627,10.889,0,.,7.787,N
2015.12.2,24,57787,5.597,1.916,10.795,0,.,7.329,N
2015.12.3,11,69937,5.025,0.463,9.224,0,.,5.033,N
2015.12.4,10,69646,6.683,3.449,11.029,0,.,7.664,N
2015.12.5,10,70236,6.16,2.058,11.46,0,.,7.789,N
2015.12.6,10,69982,6.256,1.816,10.368,0,.,2.313,N
2015.12.7,10,69939,4.888,1.465,9.393,0,.,8.941,N
2015.12.8,11,61448,5.977,2.158,11.326,0,.,7.156,N
2015.12.9,1,57698,5.961,2.331,10.65,0,.,5.409,N
2015.12.10,11,71038,6.023,3.459,8.72,10.361,.,0.062,N
2015.12.11,10,70916,2.707,0.598,6.09,0,.,7.355,N
2015.12.12,11,71720,0.687,-1.714,3.219,0,.,6.146,N
2015.12.13,10,72893,0.627,-3.779,4.484,0,.,5.102,N
2015.12.14,11,73955,-2.839,-5.49,0.848,0,.,7.901,N
2015.12.15,11,64749,-0.943,-5.482,3.593,0,.,6.581,N
2015.12.16,24,60923,-1.199,-4.497,3.418,0,.,8.958,N
2015.12.17,11,75803,-0.689,-4.627,3.094,0,.,1.004,N
2015.12.18,11,75103,2.449,-1.632,6.429,0,.,2.11,N
2015.12.19,10,72982,4.452,1.912,8.458,0,.,4.367,N
2015.12.20,11,74113,-0.636,-3.497,2.319,0,.,6.48,N
2015.12.21,11,74954,-1.354,-4.911,2.169,0.545,.,5.989,N
2015.12.22,11,65483,-0.489,-3.617,4.148,0,.,8.389,N
2015.12.23,1,61221,-0.064,-4.61,5.101,0,.,7.931,N
2015.12.24,11,73648,0.943,-2.1,5.138,0,.,7.993,N
2015.12.25,10,74518,0.507,-4.132,6.567,0,.,8.129,Y
2015.12.26,1,63595,2.016,-2.877,6.92,0,.,6.552,Y
2015.12.27,11,73938,1.702,-1.28,5.007,0,.,0.552,Y
2015.12.28,10,74708,-3.234,-5.671,0.327,0,.,8.269,N
2015.12.29,11,65495,-3.827,-7.173,0.346,0,.,8.767,N
2015.12.30,1,61809,-1.325,-5.966,3.148,0,.,7.75,N
2015.12.31,11,71420,3.112,-1.094,7.452,0,.,6.257,N
